"","date","value"
"1",2000-01-01,39.41
"2",2000-02-01,40.49
"3",2000-03-01,41.3
"4",2000-04-01,41.7
"5",2000-05-01,41.16
"6",2000-06-01,42.15
"7",2000-07-01,42.54
"8",2000-08-01,43.63
"9",2000-09-01,43.54
"10",2000-10-01,42.97
"11",2000-11-01,43.97
"12",2000-12-01,44.56
"13",2001-01-01,41.66
"14",2001-02-01,42.42
"15",2001-03-01,42.41
"16",2001-04-01,42.33
"17",2001-05-01,42.24
"18",2001-06-01,41.92
"19",2001-07-01,41.06
"20",2001-08-01,41.12
"21",2001-09-01,40.68
"22",2001-10-01,41.17
"23",2001-11-01,40.91
"24",2001-12-01,41.95
"25",2002-01-01,43.33
"26",2002-02-01,44.11
"27",2002-03-01,43.83
"28",2002-04-01,43.76
"29",2002-05-01,44.18
"30",2002-06-01,43.24
"31",2002-07-01,44.58
"32",2002-08-01,43.58
"33",2002-09-01,44.31
"34",2002-10-01,44.22
"35",2002-11-01,43.56
"36",2002-12-01,40.53
"37",2003-01-01,40.46
"38",2003-02-01,40.19
"39",2003-03-01,39.98
"40",2003-04-01,39.89
"41",2003-05-01,38.7
"42",2003-06-01,41.15
"43",2003-07-01,40.8
"44",2003-08-01,41.08
"45",2003-09-01,41.64
"46",2003-10-01,42.33
"47",2003-11-01,43.58
"48",2003-12-01,44.19
"49",2004-01-01,43.35
"50",2004-02-01,43.05
"51",2004-03-01,43.77
"52",2004-04-01,45.06
"53",2004-05-01,46.21
"54",2004-06-01,47.17
"55",2004-07-01,48.55
"56",2004-08-01,46.92
"57",2004-09-01,46.48
"58",2004-10-01,47.45
"59",2004-11-01,47.32
"60",2004-12-01,48.31
"61",2005-01-01,46.94
"62",2005-02-01,51.43
"63",2005-03-01,52.32
"64",2005-04-01,52.63
"65",2005-05-01,52.27
"66",2005-06-01,52.81
"67",2005-07-01,53.53
"68",2005-08-01,55.05
"69",2005-09-01,54.8
"70",2005-10-01,55.01
"71",2005-11-01,54.73
"72",2005-12-01,55.11
"73",2006-01-01,56.93
"74",2006-02-01,57.38
"75",2006-03-01,55.96
"76",2006-04-01,58.99
"77",2006-05-01,60.64
"78",2006-06-01,58.82
"79",2006-07-01,59.42
"80",2006-08-01,61.12
"81",2006-09-01,62.09
"82",2006-10-01,62.14
"83",2006-11-01,62.94
"84",2006-12-01,62.58
"85",2007-01-01,62.75
"86",2007-02-01,63.55
"87",2007-03-01,64.05
"88",2007-04-01,63.92
"89",2007-05-01,65.7
"90",2007-06-01,64.49
"91",2007-07-01,63.82
"92",2007-08-01,63.57
"93",2007-09-01,64.17
"94",2007-10-01,64.17
"95",2007-11-01,66.17
"96",2007-12-01,65.65
"97",2008-01-01,65.87
"98",2008-02-01,62.89
"99",2008-03-01,64.47
"100",2008-04-01,65.46
"101",2008-05-01,66.14
"102",2008-06-01,66.48
"103",2008-07-01,66.96
"104",2008-08-01,66.1
"105",2008-09-01,66.44
"106",2008-10-01,65.98
"107",2008-11-01,65.22
"108",2008-12-01,64.88
"109",2009-01-01,65.38
"110",2009-02-01,66.05
"111",2009-03-01,66.61
"112",2009-04-01,66.02
"113",2009-05-01,66.42
"114",2009-06-01,67.19
"115",2009-07-01,67.93
"116",2009-08-01,68.87
"117",2009-09-01,69.95
"118",2009-10-01,70.92
"119",2009-11-01,71.58
"120",2009-12-01,71.32
"121",2010-01-01,73.2
"122",2010-02-01,77.06
"123",2010-03-01,76.56
"124",2010-04-01,76.17
"125",2010-05-01,77.63
