"","date","value"
"1",2012-01-01,14.7
"2",2012-04-01,62.9
"3",2012-07-01,76
"4",2012-10-01,79.8
"5",2013-01-01,82.9
"6",2013-04-01,84.1
"7",2013-07-01,81.7
"8",2013-10-01,73.7
"9",2014-01-01,95.9
"10",2014-04-01,67.7
"11",2014-07-01,82.4
"12",2014-10-01,82
"13",2015-01-01,86.3
"14",2015-04-01,74.4
"15",2015-07-01,80.4
"16",2015-10-01,98.2
"17",2016-01-01,96.4
"18",2016-04-01,89.8
"19",2016-07-01,95.1
"20",2016-10-01,97.4
"21",2017-01-01,111.6
"22",2017-04-01,49.6
"23",2017-07-01,57.6
"24",2017-10-01,59.9
"25",2018-01-01,57.8
"26",2018-04-01,34.6
"27",2018-07-01,33
