"","date","value"
"1",1980-01-01,27
"2",1980-02-01,26
"3",1980-03-01,25
"4",1980-04-01,27
"5",1980-05-01,26
"6",1980-06-01,27
"7",1980-07-01,28
"8",1980-08-01,29
"9",1980-09-01,29
"10",1980-10-01,29
"11",1980-11-01,29
"12",1980-12-01,29
"13",1981-01-01,28
"14",1981-02-01,27
"15",1981-03-01,27
"16",1981-04-01,28
"17",1981-05-01,29
"18",1981-06-01,31
"19",1981-07-01,30
"20",1981-08-01,29
"21",1981-09-01,32
"22",1981-10-01,31
"23",1981-11-01,31
"24",1981-12-01,32
"25",1982-01-01,33
"26",1982-02-01,28
"27",1982-03-01,30
"28",1982-04-01,32
"29",1982-05-01,31
"30",1982-06-01,37
"31",1982-07-01,55
"32",1982-08-01,54
"33",1982-09-01,57
"34",1982-10-01,56
"35",1982-11-01,54
"36",1982-12-01,53
"37",1983-01-01,60
"38",1983-02-01,54
"39",1983-03-01,55
"40",1983-04-01,59
"41",1983-05-01,58
"42",1983-06-01,58
"43",1983-07-01,56
"44",1983-08-01,54
"45",1983-09-01,51
"46",1983-10-01,49
"47",1983-11-01,49
"48",1983-12-01,49
"49",1984-01-01,49
"50",1984-02-01,47
"51",1984-03-01,48
"52",1984-04-01,49
"53",1984-05-01,50
"54",1984-06-01,50
"55",1984-07-01,50
"56",1984-08-01,52
"57",1984-09-01,54
"58",1984-10-01,51
"59",1984-11-01,54
"60",1984-12-01,52
"61",1985-01-01,52
"62",1985-02-01,50
"63",1985-03-01,49
"64",1985-04-01,53
"65",1985-05-01,51
"66",1985-06-01,53
"67",1985-07-01,52
"68",1985-08-01,56
"69",1985-09-01,56
"70",1985-10-01,54
"71",1985-11-01,63
"72",1985-12-01,57
"73",1986-01-01,54
"74",1986-02-01,53
"75",1986-03-01,49
"76",1986-04-01,53
"77",1986-05-01,55
"78",1986-06-01,56
"79",1986-07-01,55
"80",1986-08-01,58
"81",1986-09-01,62
"82",1986-10-01,61
"83",1986-11-01,62
"84",1986-12-01,62
"85",1987-01-01,60
"86",1987-02-01,58
"87",1987-03-01,55
"88",1987-04-01,59
"89",1987-05-01,58
"90",1987-06-01,63
"91",1987-07-01,63
"92",1987-08-01,65
"93",1987-09-01,76
"94",1987-10-01,66
"95",1987-11-01,68
"96",1987-12-01,68
"97",1988-01-01,67
"98",1988-02-01,66
"99",1988-03-01,65
"100",1988-04-01,77
"101",1988-05-01,80
"102",1988-06-01,75
"103",1988-07-01,77
"104",1988-08-01,80
"105",1988-09-01,84
"106",1988-10-01,79
"107",1988-11-01,79
"108",1988-12-01,79
"109",1989-01-01,79
"110",1989-02-01,76
"111",1989-03-01,77
"112",1989-04-01,77
"113",1989-05-01,76
"114",1989-06-01,77
"115",1989-07-01,80
"116",1989-08-01,86
"117",1989-09-01,84
"118",1989-10-01,81
"119",1989-11-01,80
"120",1989-12-01,80
"121",1990-01-01,81
"122",1990-02-01,77
"123",1990-03-01,79
"124",1990-04-01,79
"125",1990-05-01,78
"126",1990-06-01,81
"127",1990-07-01,81
"128",1990-08-01,82
"129",1990-09-01,90
"130",1990-10-01,84
"131",1990-11-01,87
"132",1990-12-01,88
"133",1991-01-01,88
"134",1991-02-01,84
"135",1991-03-01,86
"136",1991-04-01,85
"137",1991-05-01,85
"138",1991-06-01,87
"139",1991-07-01,89
"140",1991-08-01,89
"141",1991-09-01,90
"142",1991-10-01,93
"143",1991-11-01,93
"144",1991-12-01,93
"145",1992-01-01,95
"146",1992-02-01,95
"147",1992-03-01,87
