"","date","value"
"1",1980-01-01,4806
"2",1980-02-01,4808
"3",1980-03-01,4833
"4",1980-04-01,4901
"5",1980-05-01,5009
"6",1980-06-01,5162
"7",1980-07-01,5149
"8",1980-08-01,5432
"9",1980-09-01,5369
"10",1980-10-01,5391
"11",1980-11-01,5505
"12",1980-12-01,5121
"13",1981-01-01,5235
"14",1981-02-01,5031
"15",1981-03-01,5230
"16",1981-04-01,5067
"17",1981-05-01,5175
"18",1981-06-01,5059
"19",1981-07-01,5119
"20",1981-08-01,5233
"21",1981-09-01,4973
"22",1981-10-01,4994
"23",1981-11-01,5128
"24",1981-12-01,4906
"25",1982-01-01,4875
"26",1982-02-01,4836
"27",1982-03-01,5039
"28",1982-04-01,5388
"29",1982-05-01,5285
"30",1982-06-01,5399
"31",1982-07-01,5496
"32",1982-08-01,5645
"33",1982-09-01,5597
"34",1982-10-01,5548
"35",1982-11-01,5494
"36",1982-12-01,5287
"37",1983-01-01,5132
"38",1983-02-01,4994
"39",1983-03-01,5143
"40",1983-04-01,5722
"41",1983-05-01,5553
"42",1983-06-01,5933
"43",1983-07-01,5750
"44",1983-08-01,5866
"45",1983-09-01,6070
"46",1983-10-01,6017
"47",1983-11-01,5961
"48",1983-12-01,5898
"49",1984-01-01,5834
"50",1984-02-01,6161
"51",1984-03-01,6353
"52",1984-04-01,6160
"53",1984-05-01,6507
"54",1984-06-01,6676
"55",1984-07-01,6777
"56",1984-08-01,7101
"57",1984-09-01,7239
"58",1984-10-01,7093
"59",1984-11-01,7412
"60",1984-12-01,7142
"61",1985-01-01,7084
"62",1985-02-01,7219
"63",1985-03-01,7225
"64",1985-04-01,7547
"65",1985-05-01,7310
"66",1985-06-01,7674
"67",1985-07-01,7376
"68",1985-08-01,7960
"69",1985-09-01,7825
"70",1985-10-01,7846
"71",1985-11-01,7974
"72",1985-12-01,7800
"73",1986-01-01,7530
"74",1986-02-01,7364
"75",1986-03-01,7190
"76",1986-04-01,7647
"77",1986-05-01,8325
"78",1986-06-01,8235
"79",1986-07-01,8285
"80",1986-08-01,8719
"81",1986-09-01,8538
"82",1986-10-01,8551
"83",1986-11-01,8710
"84",1986-12-01,8044
"85",1987-01-01,8306
"86",1987-02-01,7764
"87",1987-03-01,7908
"88",1987-04-01,7749
"89",1987-05-01,8079
"90",1987-06-01,7873
"91",1987-07-01,8011
"92",1987-08-01,8391
"93",1987-09-01,8249
"94",1987-10-01,8344
"95",1987-11-01,8546
"96",1987-12-01,8183
"97",1988-01-01,8219
"98",1988-02-01,8201
"99",1988-03-01,8343
"100",1988-04-01,8472
"101",1988-05-01,8073
"102",1988-06-01,8315
"103",1988-07-01,8494
"104",1988-08-01,8521
"105",1988-09-01,8768
"106",1988-10-01,8690
"107",1988-11-01,8221
"108",1988-12-01,8210
"109",1989-01-01,8085
"110",1989-02-01,8088
"111",1989-03-01,7595
"112",1989-04-01,8550
"113",1989-05-01,8259
"114",1989-06-01,8725
"115",1989-07-01,8966
"116",1989-08-01,8942
"117",1989-09-01,9300
"118",1989-10-01,8896
"119",1989-11-01,9062
"120",1989-12-01,8529
"121",1990-01-01,8327
"122",1990-02-01,8542
"123",1990-03-01,8159
"124",1990-04-01,7980
"125",1990-05-01,7145
"126",1990-06-01,8006
"127",1990-07-01,8155
"128",1990-08-01,8643
"129",1990-09-01,9094
"130",1990-10-01,8544
"131",1990-11-01,8981
"132",1990-12-01,8295
"133",1991-01-01,7599
"134",1991-02-01,8003
"135",1991-03-01,7466
"136",1991-04-01,8138
"137",1991-05-01,8583
"138",1991-06-01,8891
"139",1991-07-01,8796
"140",1991-08-01,9277
"141",1991-09-01,9280
"142",1991-10-01,9068
"143",1991-11-01,9040
"144",1991-12-01,8460
"145",1992-01-01,7953
"146",1992-02-01,8358
"147",1992-03-01,8422
"148",1992-04-01,8361
"149",1992-05-01,8665
"150",1992-06-01,8638
"151",1992-07-01,8749
"152",1992-08-01,9092
"153",1992-09-01,8857
"154",1992-10-01,8832
"155",1992-11-01,8872
"156",1992-12-01,8528
"157",1993-01-01,8290
"158",1993-02-01,8326
"159",1993-03-01,8498
"160",1993-04-01,9221
"161",1993-05-01,8904
"162",1993-06-01,9087
"163",1993-07-01,9139
"164",1993-08-01,9373
"165",1993-09-01,9321
"166",1993-10-01,9059
"167",1993-11-01,9121
"168",1993-12-01,8642
"169",1994-01-01,8494
"170",1994-02-01,8368
"171",1994-03-01,8477
"172",1994-04-01,9044
"173",1994-05-01,8580
"174",1994-06-01,9026
"175",1994-07-01,8775
"176",1994-08-01,9096
"177",1994-09-01,9450
"178",1994-10-01,9352
"179",1994-11-01,9195
"180",1994-12-01,9206
"181",1995-01-01,9171
"182",1995-02-01,9109
"183",1995-03-01,9070
"184",1995-04-01,9607
"185",1995-05-01,9101
"186",1995-06-01,9351
"187",1995-07-01,9333
"188",1995-08-01,9312
"189",1995-09-01,9647
"190",1995-10-01,9238
"191",1995-11-01,9603
"192",1995-12-01,9124
"193",1996-01-01,8753
"194",1996-02-01,9278
"195",1996-03-01,9204
"196",1996-04-01,9539
"197",1996-05-01,9623
"198",1996-06-01,9833
"199",1996-07-01,9655
"200",1996-08-01,10390
"201",1996-09-01,10187
"202",1996-10-01,10031
"203",1996-11-01,10076
"204",1996-12-01,9947
"205",1997-01-01,9455
"206",1997-02-01,9840
"207",1997-03-01,9488
"208",1997-04-01,9945
"209",1997-05-01,10304
"210",1997-06-01,10045
"211",1997-07-01,10285
"212",1997-08-01,10685
"213",1997-09-01,10441
"214",1997-10-01,10567
"215",1997-11-01,10727
