"","date","value"
"1",1980-01-01,1930
"2",1980-02-01,1865
"3",1980-03-01,1885
"4",1980-04-01,1914
"5",1980-05-01,1932
"6",1980-06-01,1894
"7",1980-07-01,1891
"8",1980-08-01,1965
"9",1980-09-01,1946
"10",1980-10-01,1939
"11",1980-11-01,2061
"12",1980-12-01,1962
"13",1981-01-01,2296
"14",1981-02-01,2029
"15",1981-03-01,2080
"16",1981-04-01,1974
"17",1981-05-01,2083
"18",1981-06-01,1949
"19",1981-07-01,2007
"20",1981-08-01,2090
"21",1981-09-01,2081
"22",1981-10-01,2117
"23",1981-11-01,2149
"24",1981-12-01,2105
"25",1982-01-01,2326
"26",1982-02-01,2050
"27",1982-03-01,2140
"28",1982-04-01,2342
"29",1982-05-01,2163
"30",1982-06-01,2207
"31",1982-07-01,2239
"32",1982-08-01,2236
"33",1982-09-01,2343
"34",1982-10-01,2290
"35",1982-11-01,2380
"36",1982-12-01,2350
"37",1983-01-01,2538
"38",1983-02-01,2416
"39",1983-03-01,2397
"40",1983-04-01,2564
"41",1983-05-01,2407
"42",1983-06-01,2562
"43",1983-07-01,2407
"44",1983-08-01,2403
"45",1983-09-01,2592
"46",1983-10-01,2507
"47",1983-11-01,2501
"48",1983-12-01,2448
"49",1984-01-01,2619
"50",1984-02-01,2626
"51",1984-03-01,2694
"52",1984-04-01,2476
"53",1984-05-01,2548
"54",1984-06-01,2540
"55",1984-07-01,2486
"56",1984-08-01,2523
"57",1984-09-01,2638
"58",1984-10-01,2485
"59",1984-11-01,2733
"60",1984-12-01,2555
"61",1985-01-01,2753
"62",1985-02-01,2654
"63",1985-03-01,2643
"64",1985-04-01,2797
"65",1985-05-01,2692
"66",1985-06-01,2655
"67",1985-07-01,2518
"68",1985-08-01,2710
"69",1985-09-01,2767
"70",1985-10-01,2741
"71",1985-11-01,2907
"72",1985-12-01,2787
"73",1986-01-01,3018
"74",1986-02-01,2936
"75",1986-03-01,2711
"76",1986-04-01,2870
"77",1986-05-01,2985
"78",1986-06-01,2945
"79",1986-07-01,2884
"80",1986-08-01,3038
"81",1986-09-01,3028
"82",1986-10-01,3053
"83",1986-11-01,3197
"84",1986-12-01,3082
"85",1987-01-01,3430
"86",1987-02-01,3157
"87",1987-03-01,3274
"88",1987-04-01,3113
"89",1987-05-01,3225
"90",1987-06-01,3020
"91",1987-07-01,3104
"92",1987-08-01,3217
"93",1987-09-01,3174
"94",1987-10-01,3207
"95",1987-11-01,3241
"96",1987-12-01,3181
"97",1988-01-01,3581
"98",1988-02-01,3345
"99",1988-03-01,3301
"100",1988-04-01,3550
"101",1988-05-01,3258
"102",1988-06-01,3320
"103",1988-07-01,3291
"104",1988-08-01,3171
"105",1988-09-01,3501
"106",1988-10-01,3443
"107",1988-11-01,3367
"108",1988-12-01,3408
"109",1989-01-01,3528
"110",1989-02-01,3636
"111",1989-03-01,3476
"112",1989-04-01,3717
"113",1989-05-01,3555
"114",1989-06-01,3547
"115",1989-07-01,3609
"116",1989-08-01,3530
"117",1989-09-01,3844
"118",1989-10-01,3704
"119",1989-11-01,3808
"120",1989-12-01,3701
"121",1990-01-01,4090
"122",1990-02-01,3865
"123",1990-03-01,3954
"124",1990-04-01,4107
"125",1990-05-01,3917
"126",1990-06-01,3934
"127",1990-07-01,3713
"128",1990-08-01,3871
"129",1990-09-01,4103
"130",1990-10-01,4125
"131",1990-11-01,4290
"132",1990-12-01,3982
"133",1991-01-01,4425
"134",1991-02-01,4240
"135",1991-03-01,4059
"136",1991-04-01,4204
"137",1991-05-01,4256
"138",1991-06-01,4268
"139",1991-07-01,4050
"140",1991-08-01,4291
"141",1991-09-01,4276
"142",1991-10-01,4272
"143",1991-11-01,4440
"144",1991-12-01,4327
"145",1992-01-01,4747
"146",1992-02-01,4405
"147",1992-03-01,4449
"148",1992-04-01,4211
"149",1992-05-01,4408
"150",1992-06-01,4140
"151",1992-07-01,4213
"152",1992-08-01,4253
"153",1992-09-01,4279
"154",1992-10-01,4267
"155",1992-11-01,4343
"156",1992-12-01,4186
"157",1993-01-01,4657
"158",1993-02-01,4252
"159",1993-03-01,4373
"160",1993-04-01,4648
"161",1993-05-01,4447
"162",1993-06-01,4375
"163",1993-07-01,4298
"164",1993-08-01,4378
"165",1993-09-01,4538
"166",1993-10-01,4553
"167",1993-11-01,4595
"168",1993-12-01,4512
"169",1994-01-01,4677
"170",1994-02-01,4624
"171",1994-03-01,4537
"172",1994-04-01,4706
"173",1994-05-01,4511
"174",1994-06-01,4619
"175",1994-07-01,4438
"176",1994-08-01,4456
"177",1994-09-01,4815
"178",1994-10-01,4847
"179",1994-11-01,4911
"180",1994-12-01,4813
"181",1995-01-01,5219
"182",1995-02-01,5062
"183",1995-03-01,5326
"184",1995-04-01,5187
"185",1995-05-01,5230
"186",1995-06-01,5083
"187",1995-07-01,5186
"188",1995-08-01,5171
"189",1995-09-01,5507
"190",1995-10-01,5429
"191",1995-11-01,5651
"192",1995-12-01,5525
"193",1996-01-01,5851
"194",1996-02-01,5742
"195",1996-03-01,5845
"196",1996-04-01,5876
"197",1996-05-01,5676
"198",1996-06-01,5628
"199",1996-07-01,5547
"200",1996-08-01,5679
"201",1996-09-01,5769
"202",1996-10-01,5836
"203",1996-11-01,5838
"204",1996-12-01,5764
