"","date","value"
"1",1980-01-01,35
"2",1980-02-01,38
"3",1980-03-01,31
"4",1980-04-01,33
"5",1980-05-01,32
"6",1980-06-01,36
"7",1980-07-01,34
"8",1980-08-01,36
"9",1980-09-01,38
"10",1980-10-01,40
"11",1980-11-01,38
"12",1980-12-01,41
"13",1981-01-01,38
"14",1981-02-01,36
"15",1981-03-01,37
"16",1981-04-01,34
"17",1981-05-01,38
"18",1981-06-01,38
"19",1981-07-01,37
"20",1981-08-01,37
"21",1981-09-01,41
"22",1981-10-01,42
"23",1981-11-01,42
"24",1981-12-01,42
"25",1982-01-01,42
"26",1982-02-01,37
"27",1982-03-01,37
"28",1982-04-01,41
"29",1982-05-01,40
"30",1982-06-01,42
"31",1982-07-01,42
"32",1982-08-01,42
"33",1982-09-01,48
"34",1982-10-01,46
"35",1982-11-01,43
"36",1982-12-01,46
"37",1983-01-01,48
"38",1983-02-01,47
"39",1983-03-01,44
"40",1983-04-01,49
"41",1983-05-01,49
"42",1983-06-01,51
"43",1983-07-01,48
"44",1983-08-01,49
"45",1983-09-01,51
"46",1983-10-01,51
"47",1983-11-01,51
"48",1983-12-01,50
"49",1984-01-01,51
"50",1984-02-01,48
"51",1984-03-01,48
"52",1984-04-01,48
"53",1984-05-01,48
"54",1984-06-01,51
"55",1984-07-01,50
"56",1984-08-01,53
"57",1984-09-01,56
"58",1984-10-01,53
"59",1984-11-01,59
"60",1984-12-01,55
"61",1985-01-01,55
"62",1985-02-01,53
"63",1985-03-01,50
"64",1985-04-01,50
"65",1985-05-01,54
"66",1985-06-01,55
"67",1985-07-01,53
"68",1985-08-01,59
"69",1985-09-01,60
"70",1985-10-01,60
"71",1985-11-01,65
"72",1985-12-01,61
"73",1986-01-01,64
"74",1986-02-01,60
"75",1986-03-01,54
"76",1986-04-01,58
"77",1986-05-01,64
"78",1986-06-01,63
"79",1986-07-01,62
"80",1986-08-01,70
"81",1986-09-01,72
"82",1986-10-01,72
"83",1986-11-01,75
"84",1986-12-01,69
"85",1987-01-01,76
"86",1987-02-01,69
"87",1987-03-01,68
"88",1987-04-01,71
"89",1987-05-01,71
"90",1987-06-01,72
"91",1987-07-01,73
"92",1987-08-01,75
"93",1987-09-01,76
"94",1987-10-01,76
"95",1987-11-01,81
"96",1987-12-01,74
"97",1988-01-01,76
"98",1988-02-01,71
"99",1988-03-01,71
"100",1988-04-01,69
"101",1988-05-01,72
"102",1988-06-01,75
"103",1988-07-01,73
"104",1988-08-01,83
"105",1988-09-01,79
"106",1988-10-01,76
"107",1988-11-01,74
"108",1988-12-01,76
"109",1989-01-01,71
"110",1989-02-01,71
"111",1989-03-01,67
"112",1989-04-01,68
"113",1989-05-01,71
"114",1989-06-01,73
"115",1989-07-01,78
"116",1989-08-01,79
"117",1989-09-01,87
"118",1989-10-01,83
"119",1989-11-01,84
"120",1989-12-01,82
"121",1990-01-01,86
"122",1990-02-01,78
"123",1990-03-01,79
"124",1990-04-01,81
"125",1990-05-01,83
"126",1990-06-01,80
"127",1990-07-01,82
"128",1990-08-01,85
"129",1990-09-01,89
"130",1990-10-01,88
"131",1990-11-01,90
"132",1990-12-01,91
"133",1991-01-01,90
"134",1991-02-01,81
"135",1991-03-01,79
"136",1991-04-01,84
"137",1991-05-01,84
"138",1991-06-01,87
"139",1991-07-01,87
"140",1991-08-01,94
"141",1991-09-01,90
"142",1991-10-01,95
"143",1991-11-01,94
"144",1991-12-01,95
"145",1992-01-01,94
"146",1992-02-01,91
"147",1992-03-01,87
"148",1992-04-01,85
"149",1992-05-01,88
"150",1992-06-01,89
"151",1992-07-01,88
"152",1992-08-01,89
"153",1992-09-01,89
"154",1992-10-01,90
"155",1992-11-01,91
"156",1992-12-01,87
"157",1993-01-01,87
"158",1993-02-01,84
"159",1993-03-01,82
"160",1993-04-01,86
"161",1993-05-01,86
"162",1993-06-01,91
"163",1993-07-01,92
"164",1993-08-01,92
"165",1993-09-01,92
"166",1993-10-01,93
"167",1993-11-01,92
"168",1993-12-01,95
"169",1994-01-01,93
"170",1994-02-01,90
"171",1994-03-01,86
"172",1994-04-01,87
"173",1994-05-01,92
"174",1994-06-01,92
"175",1994-07-01,88
"176",1994-08-01,95
"177",1994-09-01,99
"178",1994-10-01,102
"179",1994-11-01,103
"180",1994-12-01,101
"181",1995-01-01,102
"182",1995-02-01,102
"183",1995-03-01,100
"184",1995-04-01,107
"185",1995-05-01,106
"186",1995-06-01,112
"187",1995-07-01,111
"188",1995-08-01,119
"189",1995-09-01,128
"190",1995-10-01,122
"191",1995-11-01,123
"192",1995-12-01,121
"193",1996-01-01,120
"194",1996-02-01,114
"195",1996-03-01,113
"196",1996-04-01,117
"197",1996-05-01,118
"198",1996-06-01,120
"199",1996-07-01,120
"200",1996-08-01,123
"201",1996-09-01,131
"202",1996-10-01,127
"203",1996-11-01,127
"204",1996-12-01,130
"205",1997-01-01,130
"206",1997-02-01,119
"207",1997-03-01,122
"208",1997-04-01,120
"209",1997-05-01,132
"210",1997-06-01,133
"211",1997-07-01,135
"212",1997-08-01,138
"213",1997-09-01,141
"214",1997-10-01,147
"215",1997-11-01,141
"216",1997-12-01,138
"217",1998-01-01,143
"218",1998-02-01,132
"219",1998-03-01,134
"220",1998-04-01,151
"221",1998-05-01,135
"222",1998-06-01,150
"223",1998-07-01,139
"224",1998-08-01,149
"225",1998-09-01,159
"226",1998-10-01,153
"227",1998-11-01,153
"228",1998-12-01,152
"229",1999-01-01,149
"230",1999-02-01,133
"231",1999-03-01,139
"232",1999-04-01,147
"233",1999-05-01,143
"234",1999-06-01,150
"235",1999-07-01,151
"236",1999-08-01,159
"237",1999-09-01,158
"238",1999-10-01,155
"239",1999-11-01,163
"240",1999-12-01,165
"241",2000-01-01,158
"242",2000-02-01,155
"243",2000-03-01,152
"244",2000-04-01,157
"245",2000-05-01,157
"246",2000-06-01,170
"247",2000-07-01,164
"248",2000-08-01,164
"249",2000-09-01,174
"250",2000-10-01,178
"251",2000-11-01,175
"252",2000-12-01,175
"253",2001-01-01,167
"254",2001-02-01,159
"255",2001-03-01,157
"256",2001-04-01,166
"257",2001-05-01,171
"258",2001-06-01,167
"259",2001-07-01,154
"260",2001-08-01,158
"261",2001-09-01,164
"262",2001-10-01,166
"263",2001-11-01,173
"264",2001-12-01,165
"265",2002-01-01,163
"266",2002-02-01,156
"267",2002-03-01,156
"268",2002-04-01,165
"269",2002-05-01,173
"270",2002-06-01,175
"271",2002-07-01,173
"272",2002-08-01,185
"273",2002-09-01,189
"274",2002-10-01,190
"275",2002-11-01,187
"276",2002-12-01,187
"277",2003-01-01,179
"278",2003-02-01,179
"279",2003-03-01,170
"280",2003-04-01,175
"281",2003-05-01,179
"282",2003-06-01,185
"283",2003-07-01,184
"284",2003-08-01,185
"285",2003-09-01,197
"286",2003-10-01,198
"287",2003-11-01,199
"288",2003-12-01,194
"289",2004-01-01,194
"290",2004-02-01,175
"291",2004-03-01,183
"292",2004-04-01,189
"293",2004-05-01,192
"294",2004-06-01,194
"295",2004-07-01,194
"296",2004-08-01,199
"297",2004-09-01,204
"298",2004-10-01,205
"299",2004-11-01,209
"300",2004-12-01,208
"301",2005-01-01,204
"302",2005-02-01,191
"303",2005-03-01,200
"304",2005-04-01,201
"305",2005-05-01,203
"306",2005-06-01,209
"307",2005-07-01,213
"308",2005-08-01,211
"309",2005-09-01,220
"310",2005-10-01,220
"311",2005-11-01,221
"312",2005-12-01,219
"313",2006-01-01,209
"314",2006-02-01,200
"315",2006-03-01,204
"316",2006-04-01,208
"317",2006-05-01,206
"318",2006-06-01,215
"319",2006-07-01,218
"320",2006-08-01,221
"321",2006-09-01,237
"322",2006-10-01,234
"323",2006-11-01,231
"324",2006-12-01,228
"325",2007-01-01,220
"326",2007-02-01,215
"327",2007-03-01,212
"328",2007-04-01,224
"329",2007-05-01,227
"330",2007-06-01,236
"331",2007-07-01,230
"332",2007-08-01,235
"333",2007-09-01,247
"334",2007-10-01,246
"335",2007-11-01,249
"336",2007-12-01,246
"337",2008-01-01,231
"338",2008-02-01,223
"339",2008-03-01,226
"340",2008-04-01,228
"341",2008-05-01,236
"342",2008-06-01,241
"343",2008-07-01,245
"344",2008-08-01,257
"345",2008-09-01,272
"346",2008-10-01,273
"347",2008-11-01,268
"348",2008-12-01,264
"349",2009-01-01,249
"350",2009-02-01,238
"351",2009-03-01,236
"352",2009-04-01,242
"353",2009-05-01,245
"354",2009-06-01,255
"355",2009-07-01,262
"356",2009-08-01,271
"357",2009-09-01,283
"358",2009-10-01,283
"359",2009-11-01,288
"360",2009-12-01,292
"361",2010-01-01,267
"362",2010-02-01,259
"363",2010-03-01,277
"364",2010-04-01,286
"365",2010-05-01,285
"366",2010-06-01,295
"367",2010-07-01,287
"368",2010-08-01,294
"369",2010-09-01,311
"370",2010-10-01,317
"371",2010-11-01,308
"372",2010-12-01,305
"373",2011-01-01,287
"374",2011-02-01,270
"375",2011-03-01,281
"376",2011-04-01,287
"377",2011-05-01,296
"378",2011-06-01,317
"379",2011-07-01,313
"380",2011-08-01,325
"381",2011-09-01,339
"382",2011-10-01,336
"383",2011-11-01,327
"384",2011-12-01,337
"385",2012-01-01,317
"386",2012-02-01,319
"387",2012-03-01,338
"388",2012-04-01,328
"389",2012-05-01,342
"390",2012-06-01,345
"391",2012-07-01,337
"392",2012-08-01,364
"393",2012-09-01,359
"394",2012-10-01,367
"395",2012-11-01,370
"396",2012-12-01,358
"397",2013-01-01,347
"398",2013-02-01,333
"399",2013-03-01,336
"400",2013-04-01,358
"401",2013-05-01,361
"402",2013-06-01,370
"403",2013-07-01,368
"404",2013-08-01,378
"405",2013-09-01,381
"406",2013-10-01,404
"407",2013-11-01,394
"408",2013-12-01,401
"409",2014-01-01,365
"410",2014-02-01,356
"411",2014-03-01,366
"412",2014-04-01,372
"413",2014-05-01,387
"414",2014-06-01,389
"415",2014-07-01,388
"416",2014-08-01,406
"417",2014-09-01,428
"418",2014-10-01,420
"419",2014-11-01,413
"420",2014-12-01,432
"421",2015-01-01,383
"422",2015-02-01,377
"423",2015-03-01,391
"424",2015-04-01,381
"425",2015-05-01,385
"426",2015-06-01,390
"427",2015-07-01,416
"428",2015-08-01,421
"429",2015-09-01,446
"430",2015-10-01,460
"431",2015-11-01,447
"432",2015-12-01,445
"433",2016-01-01,391
"434",2016-02-01,388
"435",2016-03-01,406
"436",2016-04-01,392
"437",2016-05-01,415
"438",2016-06-01,416
"439",2016-07-01,423
"440",2016-08-01,441
"441",2016-09-01,467
"442",2016-10-01,460
"443",2016-11-01,487
"444",2016-12-01,408
"445",2017-01-01,380
"446",2017-02-01,360
"447",2017-03-01,389
"448",2017-04-01,388
"449",2017-05-01,421
"450",2017-06-01,417
"451",2017-07-01,405
"452",2017-08-01,437
"453",2017-09-01,431
"454",2017-10-01,438
"455",2017-11-01,427
"456",2017-12-01,414
"457",2018-01-01,387
"458",2018-02-01,369
"459",2018-03-01,407
"460",2018-04-01,398
"461",2018-05-01,410
"462",2018-06-01,408
"463",2018-07-01,408
"464",2018-08-01,430
"465",2018-09-01,427
"466",2018-10-01,461
"467",2018-11-01,439
"468",2018-12-01,408
"469",2019-01-01,396
