"","date","value"
"1",1980-01-01,144
"2",1980-02-01,142
"3",1980-03-01,135
"4",1980-04-01,142
"5",1980-05-01,138
"6",1980-06-01,148
"7",1980-07-01,145
"8",1980-08-01,154
"9",1980-09-01,154
"10",1980-10-01,157
"11",1980-11-01,157
"12",1980-12-01,162
"13",1981-01-01,154
"14",1981-02-01,150
"15",1981-03-01,153
"16",1981-04-01,147
"17",1981-05-01,162
"18",1981-06-01,161
"19",1981-07-01,157
"20",1981-08-01,158
"21",1981-09-01,170
"22",1981-10-01,171
"23",1981-11-01,173
"24",1981-12-01,175
"25",1982-01-01,174
"26",1982-02-01,155
"27",1982-03-01,158
"28",1982-04-01,176
"29",1982-05-01,167
"30",1982-06-01,179
"31",1982-07-01,205
"32",1982-08-01,201
"33",1982-09-01,218
"34",1982-10-01,220
"35",1982-11-01,216
"36",1982-12-01,215
"37",1983-01-01,222
"38",1983-02-01,218
"39",1983-03-01,210
"40",1983-04-01,234
"41",1983-05-01,224
"42",1983-06-01,234
"43",1983-07-01,224
"44",1983-08-01,224
"45",1983-09-01,230
"46",1983-10-01,227
"47",1983-11-01,229
"48",1983-12-01,223
"49",1984-01-01,218
"50",1984-02-01,213
"51",1984-03-01,217
"52",1984-04-01,218
"53",1984-05-01,217
"54",1984-06-01,226
"55",1984-07-01,225
"56",1984-08-01,236
"57",1984-09-01,249
"58",1984-10-01,235
"59",1984-11-01,258
"60",1984-12-01,244
"61",1985-01-01,240
"62",1985-02-01,236
"63",1985-03-01,228
"64",1985-04-01,237
"65",1985-05-01,243
"66",1985-06-01,250
"67",1985-07-01,249
"68",1985-08-01,273
"69",1985-09-01,289
"70",1985-10-01,306
"71",1985-11-01,344
"72",1985-12-01,333
"73",1986-01-01,351
"74",1986-02-01,351
"75",1986-03-01,352
"76",1986-04-01,381
"77",1986-05-01,415
"78",1986-06-01,417
"79",1986-07-01,434
"80",1986-08-01,467
"81",1986-09-01,488
"82",1986-10-01,518
"83",1986-11-01,530
"84",1986-12-01,537
"85",1987-01-01,559
"86",1987-02-01,518
"87",1987-03-01,529
"88",1987-04-01,535
"89",1987-05-01,541
"90",1987-06-01,542
"91",1987-07-01,539
"92",1987-08-01,561
"93",1987-09-01,572
"94",1987-10-01,573
"95",1987-11-01,579
"96",1987-12-01,559
"97",1988-01-01,574
"98",1988-02-01,538
"99",1988-03-01,558
"100",1988-04-01,565
"101",1988-05-01,575
"102",1988-06-01,579
"103",1988-07-01,582
"104",1988-08-01,603
"105",1988-09-01,616
"106",1988-10-01,616
"107",1988-11-01,601
"108",1988-12-01,607
"109",1989-01-01,603
"110",1989-02-01,577
"111",1989-03-01,593
"112",1989-04-01,599
"113",1989-05-01,607
"114",1989-06-01,615
"115",1989-07-01,647
"116",1989-08-01,654
"117",1989-09-01,675
"118",1989-10-01,676
"119",1989-11-01,677
"120",1989-12-01,676
"121",1990-01-01,681
"122",1990-02-01,634
"123",1990-03-01,670
"124",1990-04-01,662
"125",1990-05-01,684
"126",1990-06-01,693
"127",1990-07-01,727
"128",1990-08-01,759
"129",1990-09-01,773
"130",1990-10-01,803
"131",1990-11-01,841
"132",1990-12-01,878
"133",1991-01-01,895
"134",1991-02-01,834
"135",1991-03-01,745
"136",1991-04-01,753
"137",1991-05-01,834
"138",1991-06-01,886
"139",1991-07-01,905
"140",1991-08-01,919
"141",1991-09-01,902
"142",1991-10-01,932
"143",1991-11-01,932
"144",1991-12-01,931
"145",1992-01-01,912
"146",1992-02-01,880
"147",1992-03-01,888
"148",1992-04-01,880
"149",1992-05-01,906
"150",1992-06-01,893
"151",1992-07-01,915
"152",1992-08-01,921
"153",1992-09-01,908
"154",1992-10-01,923
"155",1992-11-01,922
"156",1992-12-01,922
"157",1993-01-01,920
"158",1993-02-01,857
"159",1993-03-01,898
"160",1993-04-01,906
"161",1993-05-01,931
"162",1993-06-01,929
"163",1993-07-01,949
"164",1993-08-01,957
"165",1993-09-01,937
"166",1993-10-01,964
"167",1993-11-01,953
"168",1993-12-01,952
"169",1994-01-01,955
"170",1994-02-01,890
"171",1994-03-01,926
"172",1994-04-01,921
"173",1994-05-01,953
"174",1994-06-01,936
"175",1994-07-01,950
"176",1994-08-01,964
"177",1994-09-01,980
"178",1994-10-01,1016
"179",1994-11-01,1006
"180",1994-12-01,1009
"181",1995-01-01,1015
"182",1995-02-01,964
"183",1995-03-01,1007
"184",1995-04-01,1023
"185",1995-05-01,1035
"186",1995-06-01,1042
"187",1995-07-01,1054
"188",1995-08-01,1080
"189",1995-09-01,1097
"190",1995-10-01,1078
"191",1995-11-01,1081
"192",1995-12-01,1099
"193",1996-01-01,1104
"194",1996-02-01,1064
"195",1996-03-01,1098
"196",1996-04-01,1086
"197",1996-05-01,1082
"198",1996-06-01,1100
"199",1996-07-01,1115
"200",1996-08-01,1148
"201",1996-09-01,1152
"202",1996-10-01,1156
"203",1996-11-01,1158
"204",1996-12-01,1166
"205",1997-01-01,1166
"206",1997-02-01,1069
"207",1997-03-01,1117
"208",1997-04-01,1100
"209",1997-05-01,1168
"210",1997-06-01,1147
"211",1997-07-01,1165
"212",1997-08-01,1185
"213",1997-09-01,1192
"214",1997-10-01,1217
"215",1997-11-01,1185
"216",1997-12-01,1173
"217",1998-01-01,1179
"218",1998-02-01,1103
"219",1998-03-01,1163
"220",1998-04-01,1194
"221",1998-05-01,1211
"222",1998-06-01,1221
"223",1998-07-01,1193
"224",1998-08-01,1215
"225",1998-09-01,1242
"226",1998-10-01,1250
"227",1998-11-01,1234
"228",1998-12-01,1240
"229",1999-01-01,1232
"230",1999-02-01,1111
"231",1999-03-01,1187
"232",1999-04-01,1212
"233",1999-05-01,1201
"234",1999-06-01,1214
"235",1999-07-01,1244
"236",1999-08-01,1282
"237",1999-09-01,1272
"238",1999-10-01,1296
"239",1999-11-01,1304
"240",1999-12-01,1320
"241",2000-01-01,1307
"242",2000-02-01,1248
"243",2000-03-01,1275
"244",2000-04-01,1287
"245",2000-05-01,1309
"246",2000-06-01,1336
"247",2000-07-01,1339
"248",2000-08-01,1346
"249",2000-09-01,1374
"250",2000-10-01,1395
"251",2000-11-01,1384
"252",2000-12-01,1397
"253",2001-01-01,1351
"254",2001-02-01,1272
"255",2001-03-01,1316
"256",2001-04-01,1329
"257",2001-05-01,1374
"258",2001-06-01,1335
"259",2001-07-01,1218
"260",2001-08-01,1210
"261",2001-09-01,1196
"262",2001-10-01,1213
"263",2001-11-01,1217
"264",2001-12-01,1204
"265",2002-01-01,1326
"266",2002-02-01,1294
"267",2002-03-01,1347
"268",2002-04-01,1381
"269",2002-05-01,1434
"270",2002-06-01,1418
"271",2002-07-01,1436
"272",2002-08-01,1483
"273",2002-09-01,1462
"274",2002-10-01,1490
"275",2002-11-01,1475
"276",2002-12-01,1470
"277",2003-01-01,1484
"278",2003-02-01,1418
"279",2003-03-01,1456
"280",2003-04-01,1465
"281",2003-05-01,1535
"282",2003-06-01,1542
"283",2003-07-01,1558
"284",2003-08-01,1540
"285",2003-09-01,1602
"286",2003-10-01,1500
"287",2003-11-01,1622
"288",2003-12-01,1622
"289",2004-01-01,1574
"290",2004-02-01,1507
"291",2004-03-01,1574
"292",2004-04-01,1599
"293",2004-05-01,1625
"294",2004-06-01,1641
"295",2004-07-01,1665
"296",2004-08-01,1730
"297",2004-09-01,1687
"298",2004-10-01,1724
"299",2004-11-01,1720
"300",2004-12-01,1741
"301",2005-01-01,1688
"302",2005-02-01,1619
"303",2005-03-01,1670
"304",2005-04-01,1652
"305",2005-05-01,1689
"306",2005-06-01,1692
"307",2005-07-01,1719
"308",2005-08-01,1725
"309",2005-09-01,1752
"310",2005-10-01,1796
"311",2005-11-01,1788
"312",2005-12-01,1774
"313",2006-01-01,1728
"314",2006-02-01,1646
"315",2006-03-01,1741
"316",2006-04-01,1734
"317",2006-05-01,1754
"318",2006-06-01,1762
"319",2006-07-01,1813
"320",2006-08-01,1852
"321",2006-09-01,1886
"322",2006-10-01,1900
"323",2006-11-01,1872
"324",2006-12-01,1864
"325",2007-01-01,1834
"326",2007-02-01,1753
"327",2007-03-01,1821
"328",2007-04-01,1833
"329",2007-05-01,1889
"330",2007-06-01,1899
"331",2007-07-01,1913
"332",2007-08-01,1951
"333",2007-09-01,1965
"334",2007-10-01,2007
"335",2007-11-01,1996
"336",2007-12-01,1991
"337",2008-01-01,1890
"338",2008-02-01,1836
"339",2008-03-01,1901
"340",2008-04-01,1889
"341",2008-05-01,1933
"342",2008-06-01,1981
"343",2008-07-01,1999
"344",2008-08-01,2067
"345",2008-09-01,2112
"346",2008-10-01,2151
"347",2008-11-01,2082
"348",2008-12-01,2032
"349",2009-01-01,1982
"350",2009-02-01,1804
"351",2009-03-01,1882
"352",2009-04-01,1919
"353",2009-05-01,1924
"354",2009-06-01,1994
"355",2009-07-01,2024
"356",2009-08-01,2075
"357",2009-09-01,2090
