"","date","value"
"1",2007-10-01,2772.97
"2",2008-01-01,1495.96
"3",2008-04-01,614.28
"4",2008-07-01,844.26
"5",2008-10-01,2686.36
"6",2009-01-01,2674.39
"7",2009-04-01,2321.94
"8",2009-07-01,2790.19
"9",2009-10-01,4336.36
"10",2010-01-01,3876.24
"11",2010-04-01,4318.2
"12",2010-07-01,4863.03
"13",2010-10-01,7239.16
"14",2011-01-01,6118.89
"15",2011-04-01,5471.39
"16",2011-07-01,5738.6
"17",2011-10-01,5487.46
"18",2012-01-01,4477.06
"19",2012-04-01,4158.59
"20",2012-07-01,4230.15
"21",2012-10-01,5048.25
"22",2013-01-01,3971.36
"23",2013-04-01,4319.51
"24",2013-07-01,5690.77
"25",2013-10-01,6880.06
"26",2014-01-01,5487.08
"27",2014-04-01,5997.66
"28",2014-07-01,8484.12
"29",2014-10-01,10818.06
"30",2015-01-01,11462.6
"31",2015-04-01,11770.06
"32",2015-07-01,14916.27
"33",2015-10-01,15920
"34",2016-01-01,14966.78
"35",2016-04-01,14219.16
"36",2016-07-01,15265.61
"37",2016-10-01,15404.93
"38",2017-01-01,13080.37
"39",2017-04-01,12939.12
"40",2017-07-01,13557.7
"41",2017-10-01,15051.79
"42",2018-01-01,12797.42
"43",2018-04-01,15094.1
"44",2018-07-01,16189.78
