"","date","value"
"1",2000-01-01,36.34
"2",2000-02-01,36.68
"3",2000-03-01,37.51
"4",2000-04-01,38.06
"5",2000-05-01,41.15
"6",2000-06-01,40.05
"7",2000-07-01,41.56
"8",2000-08-01,42.64
"9",2000-09-01,40.82
"10",2000-10-01,42.72
"11",2000-11-01,43.55
"12",2000-12-01,68.84
"13",2001-01-01,38.54
"14",2001-02-01,36.07
"15",2001-03-01,39.68
"16",2001-04-01,38.3
"17",2001-05-01,42.38
"18",2001-06-01,40.11
"19",2001-07-01,39.77
"20",2001-08-01,40.38
"21",2001-09-01,37.74
"22",2001-10-01,41.49
"23",2001-11-01,40.54
"24",2001-12-01,64.65
"25",2002-01-01,40.23
"26",2002-02-01,37.31
"27",2002-03-01,40.63
"28",2002-04-01,39.52
"29",2002-05-01,44.52
"30",2002-06-01,41.06
"31",2002-07-01,43.76
"32",2002-08-01,43.06
"33",2002-09-01,40.9
"34",2002-10-01,44.85
"35",2002-11-01,43.39
"36",2002-12-01,61.68
"37",2003-01-01,37.77
"38",2003-02-01,34.77
"39",2003-03-01,35.58
"40",2003-04-01,36.33
"41",2003-05-01,39.26
"42",2003-06-01,38.76
"43",2003-07-01,40.24
"44",2003-08-01,40.31
"45",2003-09-01,38.9
"46",2003-10-01,43.27
"47",2003-11-01,42.99
"48",2003-12-01,67.58
"49",2004-01-01,40.64
"50",2004-02-01,36.95
"51",2004-03-01,40.1
"52",2004-04-01,41.14
"53",2004-05-01,46.33
"54",2004-06-01,44.91
"55",2004-07-01,48.31
"56",2004-08-01,45.75
"57",2004-09-01,44.07
"58",2004-10-01,48.26
"59",2004-11-01,46.74
"60",2004-12-01,73.59
"61",2005-01-01,43.45
"62",2005-02-01,42.86
"63",2005-03-01,48.36
"64",2005-04-01,47.99
"65",2005-05-01,51.97
"66",2005-06-01,50.55
"67",2005-07-01,52.76
"68",2005-08-01,54.65
"69",2005-09-01,52.31
"70",2005-10-01,55.85
"71",2005-11-01,54.34
"72",2005-12-01,83.15
"73",2006-01-01,52.25
"74",2006-02-01,47.78
"75",2006-03-01,51.82
"76",2006-04-01,53.59
"77",2006-05-01,61.14
"78",2006-06-01,56.16
"79",2006-07-01,58.53
"80",2006-08-01,61.18
"81",2006-09-01,59.97
"82",2006-10-01,62.47
"83",2006-11-01,62.74
"84",2006-12-01,91.91
"85",2007-01-01,58.47
"86",2007-02-01,53.05
"87",2007-03-01,59.93
"88",2007-04-01,57.68
"89",2007-05-01,66.5
"90",2007-06-01,61.72
"91",2007-07-01,62.47
"92",2007-08-01,64.17
"93",2007-09-01,61.67
"94",2007-10-01,65.22
"95",2007-11-01,65.78
"96",2007-12-01,94.72
"97",2008-01-01,62.2
"98",2008-02-01,55.05
"99",2008-03-01,60.74
"100",2008-04-01,59.72
"101",2008-05-01,67.8
"102",2008-06-01,62.86
"103",2008-07-01,67.09
"104",2008-08-01,66.82
"105",2008-09-01,64.28
"106",2008-10-01,67.77
"107",2008-11-01,64.74
"108",2008-12-01,93.25
"109",2009-01-01,62.14
"110",2009-02-01,55.51
"111",2009-03-01,61.81
"112",2009-04-01,60.67
"113",2009-05-01,66.96
"114",2009-06-01,63.54
"115",2009-07-01,68.15
"116",2009-08-01,69.23
"117",2009-09-01,67.52
"118",2009-10-01,72.56
"119",2009-11-01,70.01
"120",2009-12-01,101.03
"121",2010-01-01,69.09
"122",2010-02-01,64.93
"123",2010-03-01,72.38
"124",2010-04-01,70.23
"125",2010-05-01,77.88
"126",2010-06-01,73.56
"127",2010-07-01,77.35
"128",2010-08-01,80.17
"129",2010-09-01,79.35
"130",2010-10-01,82.08
"131",2010-11-01,80.05
"132",2010-12-01,114.74
"133",2011-01-01,78.01
"134",2011-02-01,71.63
"135",2011-03-01,75.95
"136",2011-04-01,77.28
"137",2011-05-01,82.33
"138",2011-06-01,79.78
"139",2011-07-01,83.85
"140",2011-08-01,86.79
"141",2011-09-01,81.56
"142",2011-10-01,85.06
"143",2011-11-01,85.15
"144",2011-12-01,123.82
"145",2012-01-01,83.99
"146",2012-02-01,78.14
"147",2012-03-01,87.34
"148",2012-04-01,84.32
"149",2012-05-01,92.21
"150",2012-06-01,88.52
"151",2012-07-01,91.31
"152",2012-08-01,93.72
"153",2012-09-01,88.45
"154",2012-10-01,92.74
"155",2012-11-01,90.31
"156",2012-12-01,126.34
"157",2013-01-01,88.8
"158",2013-02-01,79.79
"159",2013-03-01,91.04
"160",2013-04-01,87.89
"161",2013-05-01,95.68
"162",2013-06-01,91.47
"163",2013-07-01,96.24
"164",2013-08-01,98.14
"165",2013-09-01,92.28
"166",2013-10-01,98.38
"167",2013-11-01,98.38
"168",2013-12-01,135.16
"169",2014-01-01,95.04
"170",2014-02-01,86.3
"171",2014-03-01,91.19
"172",2014-04-01,91.15
"173",2014-05-01,102.65
"174",2014-06-01,93.21
"175",2014-07-01,97.71
"176",2014-08-01,100.11
"177",2014-09-01,96.47
"178",2014-10-01,107.78
"179",2014-11-01,103.85
"180",2014-12-01,134.46
"181",2015-01-01,96.21
