"","date","value"
"1",1985-01-01,8.11
"2",1986-01-01,8.5
"3",1987-01-01,9.66
"4",1988-01-01,12.73
"5",1989-01-01,7.8
"6",1990-01-01,7.33
"7",1991-01-01,11.15
"8",1992-01-01,14.07
"9",1993-01-01,12.51
"10",1994-01-01,9.19
"11",1995-01-01,12.65
"12",1996-01-01,9.88
"13",1997-01-01,14.61
"14",1998-01-01,15.82
"15",1999-01-01,14.06
"16",2000-01-01,16.21
"17",2001-01-01,18.32
"18",2002-01-01,12.96
"19",2003-01-01,9.26
"20",2004-01-01,16.68
"21",2005-01-01,24.03
"22",2006-01-01,33.62
"23",2007-01-01,46.1
"24",2008-01-01,49.6
