"","date","value"
"1",1996-01-01,64
"2",1996-02-01,223
"3",1996-03-01,93
"4",1996-04-01,37
"5",1996-05-01,60
"6",1996-06-01,4
"7",1996-07-01,-25
"8",1996-08-01,83
"9",1996-09-01,97
"10",1996-10-01,24
"11",1996-11-01,428
"12",1996-12-01,-206
"13",1997-01-01,-667
"14",1997-02-01,4
"15",1997-03-01,20
"16",1997-04-01,59
"17",1997-05-01,113
"18",1997-06-01,-25
"19",1997-07-01,7
"20",1997-08-01,-30
"21",1997-09-01,-39
"22",1997-10-01,-59
"23",1997-11-01,25
"24",1997-12-01,2
"25",1998-01-01,23
"26",1998-02-01,82
"27",1998-03-01,199
"28",1998-04-01,17
"29",1998-05-01,-8
"30",1998-06-01,24
"31",1998-07-01,34
"32",1998-08-01,139
"33",1998-09-01,69
"34",1998-10-01,-8
"35",1998-11-01,-116
"36",1998-12-01,-288
"37",1999-01-01,-175
"38",1999-02-01,-59
"39",1999-03-01,20
"40",1999-04-01,50
"41",1999-05-01,-68
"42",1999-06-01,-132
"43",1999-07-01,-5
"44",1999-08-01,43
"45",1999-09-01,-84
"46",1999-10-01,-36
"47",1999-11-01,34
"48",1999-12-01,71
"49",2000-01-01,-82
"50",2000-02-01,17
"51",2000-03-01,16
"52",2000-04-01,-11
"53",2000-05-01,31
"54",2000-06-01,-63
"55",2000-07-01,83
"56",2000-08-01,48
"57",2000-09-01,144
"58",2000-10-01,-69
"59",2000-11-01,32
"60",2000-12-01,-1
"61",2001-01-01,74
"62",2001-02-01,47
"63",2001-03-01,-32
"64",2001-04-01,26
"65",2001-05-01,-62
"66",2001-06-01,17
"67",2001-07-01,23
"68",2001-08-01,256
"69",2001-09-01,113
"70",2001-10-01,-44
"71",2001-11-01,-39
"72",2001-12-01,24
"73",2002-01-01,-27
"74",2002-02-01,10
"75",2002-03-01,51
"76",2002-04-01,-83
"77",2002-05-01,-52
"78",2002-06-01,1
"79",2002-07-01,-110
"80",2002-08-01,285
"81",2002-09-01,192
"82",2002-10-01,-67
"83",2002-11-01,20
"84",2002-12-01,-179
"85",2003-01-01,85
"86",2003-02-01,-49
"87",2003-03-01,-63
"88",2003-04-01,98
"89",2003-05-01,44
"90",2003-06-01,72
"91",2003-07-01,45
"92",2003-08-01,7
"93",2003-09-01,95
"94",2003-10-01,6
"95",2003-11-01,112
"96",2003-12-01,-205
"97",2004-01-01,116
"98",2004-02-01,205
"99",2004-03-01,59
"100",2004-04-01,-90
"101",2004-05-01,105
"102",2004-06-01,-21
"103",2004-07-01,135
"104",2004-08-01,121
"105",2004-09-01,224
"106",2004-10-01,142
"107",2004-11-01,112
"108",2004-12-01,-194
"109",2005-01-01,96
"110",2005-02-01,35
