"","date","value"
"1",2012-01-01,14.3
"2",2012-04-01,16.3
"3",2012-07-01,14.4
"4",2012-10-01,13.5
"5",2013-01-01,15
"6",2013-04-01,9.2
"7",2013-07-01,7
"8",2013-10-01,15.2
"9",2014-01-01,8.1
"10",2014-04-01,9.7
"11",2014-07-01,16.3
"12",2014-10-01,10.2
"13",2015-01-01,13.2
"14",2015-04-01,22.5
"15",2015-07-01,23.1
"16",2015-10-01,22.2
"17",2016-01-01,20.7
"18",2016-04-01,20
"19",2016-07-01,19.5
"20",2016-10-01,17.2
"21",2017-01-01,17.1
"22",2017-04-01,17.2
"23",2017-07-01,16
"24",2017-10-01,14.1
"25",2018-01-01,16.4
"26",2018-04-01,14.8
