"","date","value"
"1",1985-01-01,0.32
"2",1986-01-01,1.02
"3",1987-01-01,3.38
"4",1988-01-01,26.89
"5",1989-01-01,483.44
"6",1990-01-01,12950.53
"7",1991-01-01,56547.65
"8",1992-01-01,545780.93
"9",1993-01-01,9591466.57
"10",1994-01-01,238458986.01
"11",1995-01-01,469439994.21
"12",1996-01-01,546826478.68
"13",1997-01-01,621369036.44
"14",1998-01-01,746384288.65
"15",1999-01-01,817192292.96
"16",2000-01-01,1116580640.69
"17",2001-01-01,1218984161.27
"18",2002-01-01,2312646146.75
"19",2003-01-01,2737003086.41
"20",2004-01-01,2811079199.19
"21",2005-01-01,3179287136.59
"22",2006-01-01,3660083099.73
"23",2007-01-01,4168598560.27
"24",2008-01-01,4889301000
"25",2009-01-01,5593491000
"26",2010-01-01,6340601000
"27",2011-01-01,6951190000
