"","date","value"
"1",2004-01-01,149
"2",2004-02-01,152
"3",2004-03-01,156
"4",2004-04-01,160
"5",2004-05-01,162
"6",2004-06-01,164
"7",2004-07-01,170
"8",2004-08-01,172
"9",2004-09-01,176
"10",2004-10-01,183
"11",2004-11-01,186
"12",2004-12-01,197
"13",2005-01-01,207
"14",2005-02-01,216
"15",2005-03-01,221
"16",2005-04-01,227
"17",2005-05-01,235
"18",2005-06-01,239
"19",2005-07-01,246
"20",2005-08-01,253
"21",2005-09-01,258
"22",2005-10-01,264
"23",2005-11-01,268
"24",2005-12-01,276
"25",2006-01-01,289
"26",2006-02-01,299
"27",2006-03-01,304
"28",2006-04-01,314
"29",2006-05-01,324
"30",2006-06-01,337
"31",2006-07-01,347
"32",2006-08-01,361
"33",2006-09-01,376
"34",2006-10-01,391
"35",2006-11-01,407
"36",2006-12-01,422
"37",2007-01-01,445
"38",2007-02-01,461
"39",2007-03-01,485
"40",2007-04-01,496
"41",2007-05-01,522
"42",2007-06-01,540
"43",2007-07-01,562
"44",2007-08-01,584
"45",2007-09-01,607
"46",2007-10-01,628
"47",2007-11-01,642
"48",2007-12-01,666
"49",2008-01-01,692
"50",2008-02-01,718
"51",2008-03-01,742
"52",2008-04-01,773
"53",2008-05-01,804
"54",2008-06-01,831
"55",2008-07-01,858
"56",2008-08-01,884
"57",2008-09-01,902
"58",2008-10-01,922
"59",2008-11-01,938
"60",2008-12-01,950
"61",2009-01-01,968
"62",2009-02-01,977
"63",2009-03-01,993
"64",2009-04-01,1013
"65",2009-05-01,1037
"66",2009-06-01,1053
"67",2009-07-01,1079
"68",2009-08-01,1097
"69",2009-09-01,1125
"70",2009-10-01,1154
"71",2009-11-01,1174
"72",2009-12-01,1197
"73",2010-01-01,1219
"74",2010-02-01,1234
"75",2010-03-01,1250
"76",2010-04-01,1282
"77",2010-05-01,1305
"78",2010-06-01,1324
"79",2010-07-01,1350
"80",2010-08-01,1378
"81",2010-09-01,1417
"82",2010-10-01,1444
"83",2010-11-01,1475
"84",2010-12-01,1508
"85",2011-01-01,1541
"86",2011-02-01,1554
"87",2011-03-01,1569
"88",2011-04-01,1593
"89",2011-05-01,1612
"90",2011-06-01,1629
"91",2011-07-01,1655
"92",2011-08-01,1672
"93",2011-09-01,1699
"94",2011-10-01,1714
"95",2011-11-01,1732
"96",2011-12-01,1748
"97",2012-01-01,1832
"98",2012-02-01,1849
"99",2012-03-01,1874
"100",2012-04-01,1874
"101",2012-05-01,1880
"102",2012-06-01,1901
"103",2012-07-01,1912
"104",2012-08-01,1927
"105",2012-09-01,1938
"106",2012-10-01,1966
"107",2012-11-01,1946
"108",2012-12-01,1994
"109",2013-01-01,2017
"110",2013-02-01,2031
"111",2013-03-01,2053
"112",2013-04-01,2088
"113",2013-05-01,2114
"114",2013-06-01,2140
"115",2013-07-01,2147
"116",2013-08-01,2179
"117",2013-09-01,2205
"118",2013-10-01,2221
"119",2013-11-01,2246
"120",2013-12-01,2280
"121",2014-01-01,2303
"122",2014-02-01,2324
"123",2014-03-01,2324
"124",2014-04-01,2399
"125",2014-05-01,2422
"126",2014-06-01,2444
"127",2014-07-01,2453
"128",2014-08-01,2486
"129",2014-09-01,2501
"130",2014-10-01,2531
"131",2014-11-01,2573
"132",2014-12-01,2612
"133",2015-01-01,2632
"134",2015-02-01,2645
"135",2015-03-01,2684
"136",2015-04-01,2722
"137",2015-05-01,2749
"138",2015-06-01,2765
"139",2015-07-01,2787
"140",2015-08-01,2817
"141",2015-09-01,2849
"142",2015-10-01,2853
"143",2015-11-01,2886
"144",2015-12-01,2909
"145",2016-01-01,2913
"146",2016-02-01,2919
"147",2016-03-01,2932
"148",2016-04-01,2944
"149",2016-05-01,2955
"150",2016-06-01,2981
"151",2016-07-01,3000
"152",2016-08-01,3026
"153",2016-09-01,3037
"154",2016-10-01,3033
"155",2016-11-01,3048
"156",2016-12-01,3055
"157",2017-01-01,3083
"158",2017-02-01,3088
"159",2017-03-01,3130
"160",2017-04-01,3139
"161",2017-05-01,3187
"162",2017-06-01,3193
"163",2017-07-01,3216
"164",2017-08-01,3251
"165",2017-09-01,3267
"166",2017-10-01,3296
"167",2017-11-01,3320
"168",2017-12-01,3330
"169",2018-01-01,3359
"170",2018-02-01,3372
"171",2018-03-01,3388
"172",2018-04-01,3420
"173",2018-05-01,3455
"174",2018-06-01,3475
"175",2018-07-01,3486
"176",2018-08-01,3523
"177",2018-09-01,3534
"178",2018-10-01,3567
